"","Disaster_Type","1980-1999","2000-2019","ROC","total","ROC2"
"1","BiologicalInvasions",27.1090682250296,440.386139589753,1524.49751475835,467.495207814782,16.2449751475835
"2","Drought.Cost",115.625354474145,132.059224977158,14.2130336185806,247.684579451303,1.14213033618581
"3","Flooding.Cost",69.2133730981163,74.2391708299495,7.26131021631995,143.452543928066,1.0726131021632
"4","Freeze.Cost",22.9638670135937,5.29984107724486,-76.9209555424286,28.2637080908386,0.230790444575714
"5","Storm",188.152547761524,1014.03049338757,438.940612525115,1202.18304114909,5.38940612525115
"6","Wildfire.Cost",8.77937512117159,75.1040830694387,755.460463106584,83.8834581906103,8.55460463106584
